"MES_CODICE","MES_MITTENTE","MES_DS_CODICE","MES_BINARIO","MES_RICEZIONE","MES_LOTTO","MES_RECORDS","MES_ELABORAZIONE","MES_RISPOSTA","MES_IDENTIFICATIVO","MES_ANTEPRIMA","MES_NOME_FLUSSO","MES_TRANSAZIONE","MES_MES_CODICE","MES_CLIENT","MES_SERVER","MES_DUPLICATO","MES_DESTINATARIO","MES_TIPOLOGIA","MES_ERRORE"
8.827.586,5,15,,2017-09-21 16:02:13,,,2017-09-21 16:02:13,,,0,,8.882.275,,"192.168.40.150","192.168.40.28",,1,IN,
8.827.596,6,10,,2017-09-21 16:02:57,,,2017-09-21 16:02:58,,,0,,8.882.287,,"192.168.40.10","192.168.40.28",,1,IN,
8.827.768,1,25,,2017-09-21 16:10:10,,,2017-09-21 16:10:11,,"8ead553e-2177-4aaa-a528-cf76710dad99",0,,8.882.470,8.827.767,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.827.805,1,22,,2017-09-21 16:12:27,,,2017-09-21 16:12:27,,,0,,8.882.513,,"192.168.40.11","192.168.40.28",,1,IN,
8.827.906,6,10,,2017-09-21 16:19:00,,,2017-09-21 16:19:00,,,0,,8.882.625,,"192.168.40.11","192.168.40.28",,1,IN,
8.827.909,6,21,,2017-09-21 16:19:03,,,2017-09-21 16:19:03,,PPA200062,0,,8.882.628,,"192.168.40.11","192.168.40.28",,1,IN,
8.827.950,6,9,,2017-09-21 16:21:03,,,2017-09-21 16:21:03,,,0,,8.882.672,,"192.168.40.11","192.168.40.28",,1,IN,
8.828.098,1,23,,2017-09-21 16:28:58,,,2017-09-21 16:28:59,,,0,,8.882.842,,"192.168.40.11","192.168.40.28",,1,IN,
8.828.147,1,42,,2017-09-21 16:31:21,,,2017-09-21 16:31:21,,SIR-7eede750-904f-4da0-8b9b-92578d30700c,0,,8.882.897,,"192.168.40.11","192.168.40.28",,1,IN,
8.828.481,1,25,,2017-09-21 16:49:01,,,,,"2dedb0c1-f5df-40ff-a66c-f1e087236d8f",0,,8.883.283,8.828.480,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.828.680,11,15,,2017-09-21 16:59:53,,,2017-09-21 16:59:53,,aa51d016-3994-488a-b0d6-ba2d9a391743,0,,8.883.502,8.828.679,"192.168.2.131","192.168.40.28",,1,IN,
8.828.773,1,25,,2017-09-21 17:05:06,,,2017-09-21 17:05:07,,"149bc60b-583b-4a29-b3e1-04052f87e5aa",0,,8.883.606,8.828.772,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.828.966,1,10,,2017-09-21 17:22:22,,,2017-09-21 17:22:22,,,0,,8.883.828,8.828.964,"192.168.40.11","192.168.40.28",,1,IN,
8.829.004,1,25,,2017-09-21 17:25:02,,,2017-09-21 17:25:03,,"700d6795-061c-407d-af24-883c91a5c6ee",0,,8.883.872,8.829.003,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.829.139,1,67,,2017-09-21 17:38:21,,,2017-09-21 17:38:21,,d9fe91da-42db-4905-9995-f202c35cf34e,0,,8.884.028,8.829.138,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.829.306,6,15,,2017-09-21 17:47:45,,,2017-09-21 17:47:45,,"8714f62d-6542-40a4-9234-5bdad102ebbb",0,,8.884.208,8.829.305,"192.168.40.10","192.168.40.28",,1,IN,
8.829.337,6,10,,2017-09-21 17:49:44,,,2017-09-21 17:49:45,,,0,,8.884.243,,"192.168.40.10","192.168.40.28",,1,IN,
8.829.602,1,27,,2017-09-21 18:17:59,,,2017-09-21 18:17:59,,"0b91d5c3-605d-4207-afc1-06889cedf636",0,,8.884.543,8.829.600,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.829.624,1,10,,2017-09-21 18:22:12,,,2017-09-21 18:22:13,,,0,,8.884.569,8.829.607,SPQR086,SPQR086,,1,IN,
8.829.720,1,27,,2017-09-21 18:41:11,,,2017-09-21 18:41:12,,fe73fb2f-4dd2-4607-86f0-03fe873b2cdb,0,,8.884.680,8.829.718,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.829.831,5,13,,2017-09-21 19:00:01,,,2017-09-21 19:00:01,,,0,,8.884.811,,"192.168.40.65","192.168.40.28",,1,IN,
8.830.030,5,13,,2017-09-21 19:18:35,,,2017-09-21 19:18:35,,,0,,8.885.025,,"192.168.40.151","192.168.40.28",,1,IN,
8.830.066,1,26,,2017-09-21 19:23:56,,,2017-09-21 19:23:56,,"4864879f-f252-4824-8029-f962f82b0418",0,,8.885.066,8.830.065,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.830.124,11,10,,2017-09-21 19:43:01,,,2017-09-21 19:43:02,,RML-INTE-00000080911B,0,,8.885.138,,"192.168.2.131","192.168.40.28",,1,IN,
8.830.175,1,10,,2017-09-21 19:54:32,,,2017-09-21 19:54:32,,,0,,8.885.198,8.830.172,SPQR086,SPQR086,,1,IN,
8.830.252,5,15,,2017-09-21 20:08:20,,,2017-09-21 20:08:21,,,0,,8.885.287,,"192.168.40.151","192.168.40.28",,1,IN,
8.830.451,1,10,,2017-09-21 21:09:43,,,2017-09-21 21:09:44,,,0,,8.885.513,8.830.450,SPQR086,SPQR086,,1,IN,
8.830.805,11,17,,2017-09-22 04:03:35,,,2017-09-22 04:04:12,,RML-RRC-00000080938,0,,8.885.938,,"192.168.17.30","192.168.40.28",,1,IN,
8.830.816,5,13,,2017-09-22 05:44:34,,,2017-09-22 05:44:36,,,0,,8.885.948,,"192.168.40.151","192.168.40.28",,1,IN,
8.830.865,6,9,,2017-09-22 08:00:21,,,2017-09-22 08:00:21,,,0,,8.886.004,,"192.168.40.11","192.168.40.28",,1,IN,
8.831.004,1,27,,2017-09-22 08:19:19,,,2017-09-22 08:19:20,,ed55ffd2-c3f2-42dc-b71c-da7f2c87d842,0,,8.886.156,8.831.002,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.831.037,1,25,,2017-09-22 08:23:33,,,2017-09-22 08:23:33,,b7ad7f99-273b-44fa-9c2c-e3a24dac5fc8,0,,8.886.194,8.831.036,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.831.219,6,10,,2017-09-22 08:57:42,,,2017-09-22 08:57:42,,,0,,8.886.397,,"192.168.40.11","192.168.40.28",,1,IN,
8.831.563,5,15,,2017-09-22 09:34:08,,,2017-09-22 09:34:09,,,0,,8.886.787,,"192.168.40.150","192.168.40.28",,1,IN,
8.831.881,5,13,,2017-09-22 09:57:23,,,2017-09-22 09:57:23,,,0,,8.887.156,,"192.168.40.150","192.168.40.28",,1,IN,
8.831.936,1,27,,2017-09-22 10:01:00,,,2017-09-22 10:01:00,,fff12f56-dabe-426b-8a06-0617c19b754d,0,,8.887.218,8.831.934,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.831.968,23,46,,2017-09-22 10:02:33,,,2017-09-22 10:02:34,,DEGREG|18cfc1c7-a713-48ec-9400-5a77c9753187,0,,8.887.253,,"192.168.40.29","192.168.40.28",,1,IN,
8.831.981,1,23,,2017-09-22 10:02:46,,,2017-09-22 10:02:47,,,0,,8.887.267,,"192.168.40.11","192.168.40.28",,1,IN,
8.832.021,6,9,,2017-09-22 10:07:03,,,2017-09-22 10:07:03,,,0,,8.887.314,,"192.168.40.11","192.168.40.28",,1,IN,
8.832.278,1,67,,2017-09-22 10:26:33,,,2017-09-22 10:26:33,,"92adb93a-2d41-4c30-a74b-afa2501f5aba",0,,8.887.607,8.832.273,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.832.434,1,10,,2017-09-22 10:33:53,,,2017-09-22 10:33:53,,,0,,8.887.783,8.832.432,"192.168.40.11","192.168.40.28",,1,IN,
8.832.536,11,15,,2017-09-22 10:39:12,,,2017-09-22 10:39:12,,ef937b3d-4ba0-4002-91b5-9f9ee62bdcad,0,,8.887.899,8.832.535,"192.168.2.131","192.168.40.28",,1,IN,
8.832.654,6,15,,2017-09-22 10:46:43,,,2017-09-22 10:46:43,,c067c8e4-617c-4a65-b815-041060d6d809,0,,8.888.031,8.832.653,"192.168.40.10","192.168.40.28",,1,IN,
8.832.683,1,25,,2017-09-22 10:47:46,,,2017-09-22 10:47:46,,"1bcf50b1-1b82-42b7-a40a-e98e08525d60",0,,8.888.062,8.832.682,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.832.700,1,67,,2017-09-22 10:48:34,,,2017-09-22 10:48:34,,ca443a77-fb20-405f-a9e6-7e4414ca8d70,0,,8.888.080,8.832.689,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.833.080,1,26,,2017-09-22 11:17:06,,,2017-09-22 11:17:06,,d88fac4d-a622-480e-864c-c0f3987c2da9,0,,8.888.501,8.833.079,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.833.292,6,9,,2017-09-22 11:26:48,,,2017-09-22 11:26:48,,,0,,8.888.735,,"192.168.40.10","192.168.40.28",,1,IN,
8.833.348,23,46,,2017-09-22 11:27:07,,,2017-09-22 11:27:07,,DEGREG|239c3b41-548e-40c9-b9e3-f149f472ad01,0,,8.888.791,,"192.168.40.29","192.168.40.28",,1,IN,
8.833.446,1,67,,2017-09-22 11:34:39,,,2017-09-22 11:34:39,,"9ca16079-7173-4452-9aef-65b9fe79627d",0,,8.888.899,8.833.438,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.833.472,1,42,,2017-09-22 11:36:03,,,2017-09-22 11:36:04,,SIR-7e67fcb2-d3d4-48aa-b521-36ffd6762c55,0,,8.888.928,,"192.168.40.11","192.168.40.28",,1,IN,
8.833.598,1,26,,2017-09-22 11:44:01,,,2017-09-22 11:44:01,,"56f54c2b-a48b-4d17-aa7f-b12001028942",0,,8.889.069,8.833.597,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.833.680,6,10,,2017-09-22 11:51:21,,,2017-09-22 11:51:21,,,0,,8.889.162,,"192.168.40.11","192.168.40.28",,1,IN,
8.833.689,1,67,,2017-09-22 11:51:56,,,2017-09-22 11:51:57,,"4a07e957-725c-4f57-afb4-585def252cab",0,,8.889.172,8.833.684,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.833.695,1,27,,2017-09-22 11:52:05,,,2017-09-22 11:52:06,,ae7bce41-e601-4d9c-bf99-73e4e4b28600,0,,8.889.178,8.833.690,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.833.706,1,22,,2017-09-22 11:53:55,,,2017-09-22 11:53:55,,,0,,8.889.192,,"192.168.40.11","192.168.40.28",,1,IN,
8.833.927,1,26,,2017-09-22 12:06:31,,,2017-09-22 12:06:31,,b8223990-0558-41c6-99de-5ba6fefb48f6,0,,8.889.438,8.833.926,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.833.984,6,10,,2017-09-22 12:09:43,,,2017-09-22 12:09:43,,,0,,8.889.501,,"192.168.40.10","192.168.40.28",,1,IN,
8.834.167,23,45,,2017-09-22 12:23:52,,,2017-09-22 12:23:52,,PIA|5dbc0565-2dc7-422c-b027-c667890482fd,0,,8.889.714,,"192.168.40.29","192.168.40.28",,1,IN,
8.834.246,6,9,,2017-09-22 12:31:25,,,2017-09-22 12:31:25,,,0,,8.889.803,,"192.168.40.10","192.168.40.28",,1,IN,
8.834.365,6,21,,2017-09-22 12:40:03,,,2017-09-22 12:40:05,,PPA200275,0,,8.889.940,,"192.168.40.11","192.168.40.28",,1,IN,
8.834.477,23,45,,2017-09-22 12:46:57,,,2017-09-22 12:46:58,,"10942211|1151707f-a7d5-49bc-8b98-a57d3e26f013",0,,8.890.065,,"192.168.40.29","192.168.40.28",,1,IN,
8.834.496,1,26,,2017-09-22 12:48:55,,,2017-09-22 12:48:56,,"15cb7663-7971-47b3-ab46-c8c56a5bf09c",0,,8.890.088,8.834.495,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.834.701,1,10,,2017-09-22 13:06:14,,,2017-09-22 13:06:14,,,0,,8.890.323,8.834.699,"192.168.40.150","192.168.40.28",,1,IN,
8.834.711,6,21,,2017-09-22 13:07:21,,,2017-09-22 13:07:22,,PPA200291,0,,8.890.335,,"192.168.40.10","192.168.40.28",,1,IN,
8.834.741,5,13,,2017-09-22 13:09:03,,,2017-09-22 13:09:03,,,0,,8.890.370,,"192.168.40.151","192.168.40.28",,1,IN,
8.834.777,1,26,,2017-09-22 13:12:03,,,2017-09-22 13:12:03,,"1a14b23b-00c3-4e3d-895c-65fecbf86d71",0,,8.890.412,8.834.776,"192.168.40.28",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
8.835.310,11,15,,2017-09-22 14:15:10,,,2017-09-22 14:15:10,,d5e99815-0434-40a6-8615-3e90914c3557,0,,8.891.042,8.835.309,"192.168.2.131","192.168.40.28",,1,IN,
8.835.437,11,15,,2017-09-22 14:31:56,,,2017-09-22 14:31:56,,f74835a6-5899-4f24-b8c8-1b874171b867,0,,8.891.180,8.835.436,"192.168.2.131","192.168.40.28",,1,IN,
8.835.444,5,15,,2017-09-22 14:33:06,,,2017-09-22 14:33:07,,,0,,8.891.187,,"192.168.40.151","192.168.40.28",,1,IN,
8.835.499,5,13,,2017-09-22 14:39:28,,,2017-09-22 14:39:29,,,0,,8.891.250,,"192.168.40.151","192.168.40.28",,1,IN,
8.835.549,6,15,,2017-09-22 14:45:18,,,2017-09-22 14:45:18,,ebce876e-6a9f-4025-87de-ed0e279915d1,0,,8.891.307,8.835.548,"192.168.40.10","192.168.40.28",,1,IN,
8.835.650,1,10,,2017-09-22 14:56:12,,,2017-09-22 14:56:13,,,0,,8.891.429,8.835.648,"192.168.40.151","192.168.40.28",,1,IN,
8.835.692,2,21,,2017-09-22 15:05:45,,,2017-09-22 15:05:46,,"107751",0,,8.891.479,,"192.168.40.10","192.168.40.28",,1,IN,
8.835.789,5,13,,2017-09-22 15:20:00,,,2017-09-22 15:20:01,,,0,,8.891.588,,"192.168.40.64","192.168.40.28",,1,IN,
8.835.837,6,21,,2017-09-22 15:25:15,,,2017-09-22 15:25:16,,PPA200333,0,,8.891.645,,"192.168.40.10","192.168.40.28",,1,IN,
8.835.897,5,13,,2017-09-22 15:32:41,,,2017-09-22 15:32:42,,,0,,8.891.715,,"192.168.40.150","192.168.40.28",,1,IN,
8.835.934,6,10,,2017-09-22 15:36:19,,,2017-09-22 15:36:20,,,0,,8.891.758,,"192.168.40.10","192.168.40.28",,1,IN,
8.835.953,5,15,,2017-09-22 15:39:34,,,2017-09-22 15:39:35,,,0,,8.891.782,,"192.168.40.151","192.168.40.28",,1,IN,
8.836.039,1,10,,2017-09-22 15:50:09,,,2017-09-22 15:50:09,,,0,,8.891.882,8.836.038,SPQR086,SPQR086,,1,IN,
8.836.133,5,13,,2017-09-22 16:05:55,,,2017-09-22 16:05:55,,,0,,8.891.992,,"192.168.40.150","192.168.40.28",,1,IN,
8.836.234,1,10,,2017-09-22 16:15:50,,,2017-09-22 16:15:50,,,0,,8.892.108,8.836.217,SPQR086,SPQR086,,1,IN,
8.836.285,2,15,,2017-09-22 16:20:28,,,2017-09-22 16:20:28,,"633bad78-daf4-4dcd-95d1-689d48bff41c",0,,8.892.164,8.836.282,"192.168.40.10","192.168.40.28",,1,IN,
8.836.455,1,10,,2017-09-22 16:36:03,,,2017-09-22 16:36:05,,,0,,8.892.359,8.836.417,SPQR086,SPQR086,,1,IN,
8.836.607,5,15,,2017-09-22 16:57:18,,,2017-09-22 16:57:19,,,0,,8.892.532,,"192.168.40.151","192.168.40.28",,1,IN,
8.836.765,1,67,,2017-09-22 17:22:51,,,2017-09-22 17:22:52,,"82a23fcf-8204-470a-be42-55c6512f5cf5",0,,8.892.715,8.836.760,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.836.796,1,10,,2017-09-22 17:25:58,,,2017-09-22 17:25:58,,,0,,8.892.752,8.836.738,SPQR086,SPQR086,,1,IN,
8.836.864,11,15,,2017-09-22 17:30:35,,,2017-09-22 17:30:35,,d1df8f8c-925e-4ce7-88e5-9449ea052f44,0,,8.892.828,8.836.863,"192.168.2.131","192.168.40.28",,1,IN,
8.837.003,6,9,,2017-09-22 17:46:29,,,2017-09-22 17:46:29,,,0,,8.892.993,,"192.168.40.11","192.168.40.28",,1,IN,
8.837.079,1,10,,2017-09-22 17:55:21,,,2017-09-22 17:55:21,,,0,,8.893.079,8.837.018,SPQR086,SPQR086,,1,IN,
8.837.387,1,10,,2017-09-22 18:45:16,,,2017-09-22 18:45:16,,,0,,8.893.436,8.837.384,SPQR086,SPQR086,,1,IN,
8.837.393,6,10,,2017-09-22 18:46:10,,,2017-09-22 18:46:10,,,0,,8.893.443,,"192.168.40.11","192.168.40.28",,1,IN,
8.837.425,1,10,,2017-09-22 18:53:51,,,2017-09-22 18:53:51,,,0,,8.893.480,8.837.423,"192.168.40.150","192.168.40.28",,1,IN,
8.837.612,1,23,,2017-09-22 19:24:09,,,2017-09-22 19:24:09,,c2e29133-af51-48df-ae35-6e922d7de09f,0,,8.893.693,8.837.611,"192.168.40.150","192.168.40.28",,1,IN,
8.837.801,5,15,,2017-09-22 20:16:07,,,2017-09-22 20:16:07,,,0,,8.893.909,,"192.168.40.151","192.168.40.28",,1,IN,
8.837.917,5,15,,2017-09-22 20:49:46,,,2017-09-22 20:49:47,,,0,,8.894.037,,"192.168.40.150","192.168.40.28",,1,IN,
8.838.000,11,10,,2017-09-22 21:06:53,,,2017-09-22 21:06:53,,RML-R30P-00000081108B,0,,8.894.127,,"192.168.2.131","192.168.40.28",8.837.291,1,IN,
8.838.064,1,67,,2017-09-22 22:01:34,,,2017-09-22 22:01:35,,d8636346-beba-4d1e-bbc8-ab5385d4e287,0,,8.894.199,8.838.063,SPQR086,http://192.168.20.140/pagomw/jeepWS,,5,OUT,
8.838.106,5,13,,2017-09-22 22:24:12,,,2017-09-22 22:24:13,,,0,,8.894.244,,"192.168.40.151","192.168.40.28",,1,IN,
8.838.156,5,13,,2017-09-22 23:14:23,,,2017-09-22 23:14:24,,,0,,8.894.301,,"192.168.40.150","192.168.40.28",,1,IN,
8.838.262,1,27,,2017-09-23 07:41:13,,,2017-09-23 07:41:13,,dc07de26-b783-4fec-8bda-59a0b7e31e87,0,,8.894.410,8.838.260,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.838.272,1,10,,2017-09-23 07:59:58,,,2017-09-23 07:59:59,,,0,,8.894.422,8.838.271,SPQR086,SPQR086,,1,IN,
8.838.297,1,23,,2017-09-23 08:15:12,,,2017-09-23 08:15:13,,"45dd60a0-054b-487b-ac19-95367822f100",0,,8.894.448,8.838.296,"192.168.40.150","192.168.40.28",,1,IN,
8.838.317,5,13,,2017-09-23 08:18:54,,,2017-09-23 08:18:54,,,0,,8.894.472,,"192.168.40.151","192.168.40.28",,1,IN,
8.838.334,11,21,,2017-09-23 08:31:55,,,2017-09-23 08:31:55,,RML-INTE-00000081126C,0,,8.894.491,,"192.168.2.131","192.168.40.28",,1,IN,
8.838.464,11,15,,2017-09-23 09:32:36,,,2017-09-23 09:32:36,,"8bce8808-beae-4790-aee8-af227200ccd4",0,,8.894.634,8.838.463,"192.168.2.131","192.168.40.28",,1,IN,
8.838.517,1,26,,2017-09-23 09:53:44,,,2017-09-23 09:53:45,,d0a8c2e1-3834-45e1-9a2c-a882808ed543,0,,8.894.693,8.838.516,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.838.549,1,23,,2017-09-23 09:57:50,,,2017-09-23 09:57:51,,f224cc76-195f-4a78-9181-6e67cf0cb7e6,0,,8.894.732,8.838.548,"192.168.40.150","192.168.40.28",,1,IN,
8.838.704,1,26,,2017-09-23 10:54:21,,,2017-09-23 10:54:21,,e4478fb6-564b-40ad-8394-7a404635d8ec,0,,8.894.911,8.838.703,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.838.715,6,21,,2017-09-23 10:55:38,,,2017-09-23 10:55:39,,PPA200463,0,,8.894.923,,"192.168.40.10","192.168.40.28",,1,IN,
8.838.741,6,9,,2017-09-23 11:04:17,,,2017-09-23 11:04:17,,,0,,8.894.953,,"192.168.40.10","192.168.40.28",,1,IN,
8.838.772,5,15,,2017-09-23 11:12:16,,,2017-09-23 11:12:16,,,0,,8.894.986,,"192.168.40.151","192.168.40.28",,1,IN,
8.838.922,6,15,,2017-09-23 11:55:29,,,2017-09-23 11:55:29,,"5eda867f-248e-466f-b72d-fdd216b0dda5",0,,8.895.157,8.838.921,"192.168.40.10","192.168.40.28",,1,IN,
8.839.029,2,21,,2017-09-23 12:28:40,,,2017-09-23 12:28:41,,"107780",0,,8.895.280,,"192.168.40.10","192.168.40.28",,1,IN,
8.839.119,5,15,,2017-09-23 13:07:24,,,2017-09-23 13:07:25,,,0,,8.895.384,,"192.168.40.151","192.168.40.28",,1,IN,
8.839.127,5,13,,2017-09-23 13:10:00,,,2017-09-23 13:10:01,,,0,,8.895.394,,"192.168.40.64","192.168.40.28",,1,IN,
8.839.489,1,26,,2017-09-23 16:29:30,,,2017-09-23 16:29:30,,bb241f8e-7983-400b-a80c-d203e9872aa3,0,,8.895.827,8.839.488,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.839.530,11,10,,2017-09-23 16:43:27,,,2017-09-23 16:43:27,,RML-R30P-00000081175B,0,,8.895.875,,"192.168.2.131","192.168.40.28",,1,IN,
8.839.756,2,15,,2017-09-23 18:04:31,,,2017-09-23 18:04:31,,"4c26afc9-806c-4dfc-be1b-1fa31774729d",0,,8.896.135,8.839.755,"192.168.40.10","192.168.40.28",,1,IN,
8.839.820,1,26,,2017-09-23 18:29:46,,,2017-09-23 18:29:47,,c39eb4f6-0efe-4104-96a0-9980917ab098,0,,8.896.209,8.839.819,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.839.877,5,13,,2017-09-23 18:45:47,,,2017-09-23 18:45:47,,,0,,8.896.272,,"192.168.40.151","192.168.40.28",,1,IN,
8.839.879,5,13,,2017-09-23 18:47:53,,,2017-09-23 18:47:53,,,0,,8.896.275,,"192.168.40.151","192.168.40.28",,1,IN,
8.840.199,11,21,,2017-09-23 22:02:43,,,2017-09-23 22:02:44,,RML-R30P-00000081204C,0,,8.896.645,,"192.168.2.131","192.168.40.28",,1,IN,
8.840.218,5,13,,2017-09-23 22:14:44,,,2017-09-23 22:14:45,,,0,,8.896.666,,"192.168.40.150","192.168.40.28",,1,IN,
8.840.474,1,26,,2017-09-24 09:45:40,,,2017-09-24 09:45:40,,bfcbd2c7-340e-45ea-ab97-a84794d8cc28,0,,8.896.952,8.840.473,"192.168.40.28",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
8.840.564,1,23,,2017-09-24 10:34:57,,,2017-09-24 10:34:57,,"083a5cec-c751-4375-9e54-951848c23a8a",0,,8.897.053,8.840.563,"192.168.40.150","192.168.40.28",,1,IN,
8.840.926,1,23,,2017-09-24 12:59:58,,,2017-09-24 12:59:58,,"868d77a7-c690-4f21-a238-e01dcf086071",0,,8.897.471,8.840.925,"192.168.40.151","192.168.40.28",,1,IN,
8.840.983,1,27,,2017-09-24 13:25:20,,,2017-09-24 13:25:20,,"341edb94-2df6-413e-996e-a7c42f4c49c5",0,,8.897.531,8.840.981,"192.168.40.28",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
8.841.005,6,9,,2017-09-24 13:30:41,,,2017-09-24 13:30:41,,,0,,8.897.555,,"192.168.40.11","192.168.40.28",,1,IN,
8.841.103,1,10,,2017-09-24 14:59:55,,,2017-09-24 14:59:55,,,0,,8.897.670,8.841.102,SPQR086,SPQR086,,1,IN,
8.841.463,2,15,,2017-09-24 17:51:27,,,2017-09-24 17:51:27,,"99019c75-5971-4854-b11b-a795b90863e4",0,,8.898.091,8.841.462,"192.168.40.10","192.168.40.28",,1,IN,
8.841.469,5,13,,2017-09-24 17:53:33,,,2017-09-24 17:53:33,,,0,,8.898.098,,"192.168.40.150","192.168.40.28",,1,IN,
8.841.481,6,15,,2017-09-24 17:58:26,,,2017-09-24 17:58:26,,"5e8bf35e-b251-4654-a605-52eb2d94643b",0,,8.898.111,8.841.480,"192.168.40.11","192.168.40.28",,1,IN,
8.841.704,5,13,,2017-09-24 18:43:40,,,2017-09-24 18:43:40,,,0,,8.898.361,,"192.168.40.150","192.168.40.28",,1,IN,
8.841.911,5,13,,2017-09-24 20:06:06,,,2017-09-24 20:06:07,,,0,,8.898.600,,"192.168.40.151","192.168.40.28",,1,IN,
8.841.977,5,13,,2017-09-24 20:40:07,,,2017-09-24 20:40:07,,,0,,8.898.675,,"192.168.40.151","192.168.40.28",,1,IN,
8.842.051,5,15,,2017-09-24 21:21:11,,,2017-09-24 21:21:11,,,0,,8.898.758,,"192.168.40.151","192.168.40.28",,1,IN,
8.842.088,1,23,,2017-09-24 21:31:50,,,2017-09-24 21:31:50,,"62a7d536-ba8d-4bda-ab7c-83098944697b",0,,8.898.803,8.842.087,"192.168.40.150","192.168.40.28",,1,IN,
8.842.090,5,15,,2017-09-24 21:33:21,,,2017-09-24 21:33:22,,,0,,8.898.805,,"192.168.40.151","192.168.40.28",,1,IN,
8.842.266,1,23,,2017-09-24 22:57:18,,,2017-09-24 22:57:18,,"6b91ebfa-36f2-4ccb-a49f-234fd25fb2e4",0,,8.899.014,8.842.265,"192.168.40.151","192.168.40.28",,1,IN,
8.842.296,6,16,,2017-09-24 23:11:14,32.749,0,2017-09-24 23:11:14,,"0",0,,,,,,,1,IN,
8.842.467,6,9,,2017-09-25 07:15:25,,,2017-09-25 07:15:26,,,0,,8.899.240,,"192.168.40.11","192.168.40.28",,1,IN,
8.842.548,1,10,,2017-09-25 07:38:23,,,2017-09-25 07:38:23,,,0,,8.899.328,8.842.546,"192.168.40.150","192.168.40.28",,1,IN,
8.842.725,1,10,,2017-09-25 08:25:12,,,2017-09-25 08:25:12,,,0,,8.899.523,8.842.723,"192.168.40.11","192.168.40.28",,1,IN,
8.842.748,1,23,,2017-09-25 08:32:10,,,2017-09-25 08:32:11,,,0,,8.899.550,,"192.168.40.11","192.168.40.28",,1,IN,
8.842.791,1,23,,2017-09-25 08:40:29,,,2017-09-25 08:40:30,,"8e71f25d-fbdb-4d1b-bd83-3d8bb555c8f8",0,,8.899.597,8.842.790,"192.168.40.151","192.168.40.28",,1,IN,
8.843.040,1,23,,2017-09-25 09:04:36,,,2017-09-25 09:04:36,,e8b75417-33d3-41f1-bc4f-22eef7e5f9c3,0,,8.899.866,8.843.039,"192.168.40.151","192.168.40.28",,1,IN,
8.843.062,1,43,,2017-09-25 09:06:41,,,2017-09-25 09:06:42,,"10078594-2689-4d86-b9f7-fe13dd90a5a4",0,,8.899.891,8.843.061,"192.168.40.28",http://192.168.20.107/sirewebservices/services/ReversaliWS,,6,OUT,
